Small Unit Installation Postcode,Jan 2011 - SGU Rated Output In kW,Feb 2011 - SGU Rated Output In kW,Mar 2011 - SGU Rated Output In kW,Apr 2011 - SGU Rated Output In kW,May 2011 - SGU Rated Output In kW,Jun 2011 - SGU Rated Output In kW,Jul 2011 - SGU Rated Output In kW,Aug 2011 - SGU Rated Output In kW,Sep 2011 - SGU Rated Output In kW,Oct 2011 - SGU Rated Output In kW,Nov 2011 - SGU Rated Output In kW,Dec 2011 - SGU Rated Output In kW,Jan 2012 - SGU Rated Output In kW,Feb 2012 - SGU Rated Output In kW,Mar 2012 - SGU Rated Output In kW,Apr 2012 - SGU Rated Output In kW,May 2012 - SGU Rated Output In kW,Jun 2012 - SGU Rated Output In kW,Jul 2012 - SGU Rated Output In kW,Aug 2012 - SGU Rated Output In kW,Sep 2012 - SGU Rated Output In kW,Oct 2012 - SGU Rated Output In kW,Nov 2012 - SGU Rated Output In kW,Dec 2012 - SGU Rated Output In kW,Jan 2013 - SGU Rated Output In kW,Feb 2013 - SGU Rated Output In kW,Mar 2013 - SGU Rated Output In kW,Apr 2013 - SGU Rated Output In kW,May 2013 - SGU Rated Output In kW,Jun 2013 - SGU Rated Output In kW,Jul 2013 - SGU Rated Output In kW,Aug 2013 - SGU Rated Output In kW,Sep 2013 - SGU Rated Output In kW,Oct 2013 - SGU Rated Output In kW,Nov 2013 - SGU Rated Output In kW,Dec 2013 - SGU Rated Output In kW,Jan 2014 - SGU Rated Output In kW,Feb 2014 - SGU Rated Output In kW,Mar 2014 - SGU Rated Output In kW,Apr 2014 - SGU Rated Output In kW,May 2014 - SGU Rated Output In kW,Jun 2014 - SGU Rated Output In kW,Jul 2014 - SGU Rated Output In kW,Aug 2014 - SGU Rated Output In kW,Sep 2014 - SGU Rated Output In kW,Oct 2014 - SGU Rated Output In kW,Nov 2014 - SGU Rated Output In kW,Dec 2014 - SGU Rated Output In kW,Jan 2015 - SGU Rated Output In kW,Feb 2015 - SGU Rated Output In kW,Mar 2015 - SGU Rated Output In kW,Apr 2015 - SGU Rated Output In kW,May 2015 - SGU Rated Output In kW,Jun 2015 - SGU Rated Output In kW,Jul 2015 - SGU Rated Output In kW,Aug 2015 - SGU Rated Output In kW,Sep 2015 - SGU Rated Output In kW,Oct 2015 - SGU Rated Output In kW,Nov 2015 - SGU Rated Output In kW,Dec 2015 - SGU Rated Output In kW,Jan 2016 - SGU Rated Output In kW,Feb 2016 - SGU Rated Output In kW,Mar 2016 - SGU Rated Output In kW,Apr 2016 - SGU Rated Output In kW,May 2016 - SGU Rated Output In kW,Jun 2016 - SGU Rated Output In kW,Jul 2016 - SGU Rated Output In kW,Aug 2016 - SGU Rated Output In kW,Sep 2016 - SGU Rated Output In kW,Oct 2016 - SGU Rated Output In kW,Nov 2016 - SGU Rated Output In kW,Dec 2016 - SGU Rated Output In kW,Jan 2017 - SGU Rated Output In kW,Feb 2017 - SGU Rated Output In kW,Mar 2017 - SGU Rated Output In kW,Apr 2017 - SGU Rated Output In kW,May 2017 - SGU Rated Output In kW,Jun 2017 - SGU Rated Output In kW,Jul 2017 - SGU Rated Output In kW,Aug 2017 - SGU Rated Output In kW,Sep 2017 - SGU Rated Output In kW,Oct 2017 - SGU Rated Output In kW,Nov 2017 - SGU Rated Output In kW,Dec 2017 - SGU Rated Output In kW,Jan 2018 - SGU Rated Output In kW,Feb 2018 - SGU Rated Output In kW,Mar 2018 - SGU Rated Output In kW,Apr 2018 - SGU Rated Output In kW,May 2018 - SGU Rated Output In kW,Jun 2018 - SGU Rated Output In kW,Jul 2018 - SGU Rated Output In kW,Aug 2018 - SGU Rated Output In kW,Sep 2018 - SGU Rated Output In kW,Oct 2018 - SGU Rated Output In kW,Nov 2018 - SGU Rated Output In kW,Dec 2018 - SGU Rated Output In kW,Jan 2019 - SGU Rated Output In kW,Feb 2019 - SGU Rated Output In kW,Mar 2019 - SGU Rated Output In kW,Apr 2019 - SGU Rated Output In kW,May 2019 - SGU Rated Output In kW,Jun 2019 - SGU Rated Output In kW,Jul 2019 - SGU Rated Output In kW,Aug 2019 - SGU Rated Output In kW,Sep 2019 - SGU Rated Output In kW,Oct 2019 - SGU Rated Output In kW,Nov 2019 - SGU Rated Output In kW,Dec 2019 - SGU Rated Output In kW,Jan 2020 - SGU Rated Output In kW,Feb 2020 - SGU Rated Output In kW,Mar 2020 - SGU Rated Output In kW,Apr 2020 - SGU Rated Output In kW,May 2020 - SGU Rated Output In kW,Jun 2020 - SGU Rated Output In kW,Jul 2020 - SGU Rated Output In kW,Aug 2020 - SGU Rated Output In kW,Sep 2020 - SGU Rated Output In kW,Oct 2020 - SGU Rated Output In kW,Nov 2020 - SGU Rated Output In kW,Dec 2020 - SGU Rated Output In kW,Jan 2021 - SGU Rated Output In kW,Feb 2021 - SGU Rated Output In kW,Mar 2021 - SGU Rated Output In kW,Apr 2021 - SGU Rated Output In kW,May 2021 - SGU Rated Output In kW,Jun 2021 - SGU Rated Output In kW,Jul 2021 - SGU Rated Output In kW,Aug 2021 - SGU Rated Output In kW,Sep 2021 - SGU Rated Output In kW,Oct 2021 - SGU Rated Output In kW,Nov 2021 - SGU Rated Output In kW,Dec 2021 - SGU Rated Output In kW,Jan 2022 - SGU Rated Output In kW,Feb 2022 - SGU Rated Output In kW,Mar 2022 - SGU Rated Output In kW,Apr 2022 - SGU Rated Output In kW,May 2022 - SGU Rated Output In kW,Jun 2022 - SGU Rated Output In kW,Jul 2022 - SGU Rated Output In kW,Aug 2022 - SGU Rated Output In kW,Sep 2022 - SGU Rated Output In kW,Oct 2022 - SGU Rated Output In kW,Nov 2022 - SGU Rated Output In kW,Dec 2022 - SGU Rated Output In kW,Jan 2023 - SGU Rated Output In kW,Feb 2023 - SGU Rated Output In kW,Mar 2023 - SGU Rated Output In kW,Apr 2023 - SGU Rated Output In kW,May 2023 - SGU Rated Output In kW,Jun 2023 - SGU Rated Output In kW,Jul 2023 - SGU Rated Output In kW,Aug 2023 - SGU Rated Output In kW,Sep 2023 - SGU Rated Output In kW,Oct 2023 - SGU Rated Output In kW,Nov 2023 - SGU Rated Output In kW,Dec 2023 - SGU Rated Output In kW,Jan 2024 - SGU Rated Output In kW,Feb 2024 - SGU Rated Output In kW,Mar 2024 - SGU Rated Output In kW,Apr 2024 - SGU Rated Output In kW
3219,41.434,57.895,58.17,73.11,46.714,117.412,24.1,58.516,72.37,23.685,33.106,12.905,25.49,25.98,39.47,85.575,142.34,142.34,67.31,104.84,122.005,39.89,36.955,45.73,12.6,23.02,31.33,38.11,30.95,19.94,34.11,52.42,28.7,24.04,50.465,29.75,14.5,27.93,35.95,44.5,40.365,41.61,47.25,27.5,45.07,120.5,39.83,18.25,21.25,27.25,58.7,25.93,121.375,17.665,21.7,18.0,32.2,45.875,16.5,61.56,14.7,26.76,104.38,19.21,21.19,15.1,12.837,16.86,49.765,45.385,8.01,129.18,17.5,31.33,13.525,22.26,13.14,35.62,58.05,61.26,67.1,24.84,123.96,38.14,24.515,63.8,43.17,77.355,126.275,27.28,47.716,60.85,52.71,128.32,85.89,69.05,115.28,65.825,102.158,143.312,107.565,84.15,102.0,62.73,63.37,86.665,84.125,58.64,15.16,100.63,79.8,134.59,146.14,71.775,223.315,77.33,98.29,115.34,116.87,71.77,50.04,120.955,93.2,99.135,178.37,63.65,146.82,209.48,157.4,112.445,149.945,96.99,84.65,59.0,85.68,115.75,87.235,57.59,76.775,85.41,104.76,53.8,113.9,62.228,77.835,145.155,121.025,315.62,187.415,94.62,114.985,132.28,256.12,92.67,80.7,195.635,63.6,91.665,35.06,0.0
3220,22.71,27.655,47.945,9.02,38.114,54.646,29.34,26.894,67.09,8.64,13.51,10.22,3.46,16.005,12.69,6.06,38.17,87.8,45.72,36.815,66.08,11.23,8.2,45.22,16.92,23.74,29.238,21.38,76.83,54.01,17.95,0.0,19.79,24.11,5.71,27.82,32.345,45.5,13.98,27.25,32.45,24.36,32.5,28.74,21.33,81.93,33.265,11.06,37.51,28.01,60.04,21.0,15.75,62.9,36.0,35.39,55.06,86.41,5.0,19.155,12.1,16.07,79.48,66.695,25.84,24.66,40.035,22.45,48.25,24.74,5.22,77.04,56.74,57.27,39.84,72.08,83.315,141.887,39.175,54.659,68.628,124.58,110.887,138.925,22.513,88.375,120.08,82.92,180.522,136.659,12.135,45.52,111.457,193.915,203.562,277.06,30.74,66.65,89.107,23.18,68.235,111.25,131.965,210.655,29.565,70.575,63.8,83.865,87.965,156.77,191.59,125.065,64.43,125.44,59.725,105.87,111.65,48.81,294.79,228.45,25.58,84.77,230.02,150.03,187.46,101.365,95.18,70.915,209.16,51.65,141.18,366.36,37.975,60.835,232.865,233.17,205.33,223.495,81.8,175.01,75.8,106.6,125.955,116.562,84.176,106.28,194.995,49.22,232.93,101.325,209.45,169.73,90.23,133.34,134.37,202.84,73.055,91.84,100.455,33.085
3221,12.86,29.425,30.435,37.37,49.345,67.386,37.515,30.06,57.8,12.82,16.61,13.65,24.82,16.055,27.99,47.82,75.9,104.69,25.45,19.29,17.1,0.0,3.04,21.18,4.935,0.0,0.0,0.0,3.75,10.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,8.1,3.0,0.0,0.0,3.0,0.0,16.24,0.0,10.0,0.0,0.0,5.2,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.5,4.05,24.96,0.0,3.0,0.0,0.0,0.0,5.2,10.6,0.0,0.0,5.72,0.0,3.06,0.0,0.0,0.0,14.175,0.0,7.36,0.0,0.0,10.13,0.0,20.48,7.56,0.0,0.0,5.4,0.0,0.0,9.86,39.04,6.49,11.59,12.675,12.24,0.0,0.0,16.05,16.39,17.26,5.775,0.0,0.0,6.0,13.23,0.0,0.0,6.615,16.8,15.75,0.0,10.305,0.0,0.0,6.6,13.2,0.0,6.65,0.0,60.31,25.8,0.0,0.0,39.6,0.0,4.44,0.0,0.0,0.0,12.54,0.0,8.58,14.52,7.02,17.38,0.0,0.0,0.0,0.0,31.23,16.28,0.0,6.64,0.0,0.0,12.21,64.25,13.12,0.0,13.28,13.28,0.0,21.47,7.47,6.66,0.0,14.76,0.0,17.4,4.1,0.0
3222,5.18,39.789,58.281,46.07,54.12,62.449,27.53,46.155,53.0,12.295,24.92,21.96,22.58,67.59,64.87,58.34,116.55,180.865,85.4,125.31,101.4,27.72,53.4,29.11,20.33,23.36,34.52,44.93,61.44,25.22,44.74,12.04,68.865,22.7,35.46,51.33,19.62,99.38,69.405,38.08,50.25,69.04,49.355,59.85,63.54,32.8,101.32,39.06,52.13,49.49,38.5,53.16,34.8,68.73,33.765,19.68,31.975,25.34,42.9,55.215,35.46,78.75,55.915,31.145,98.174,108.645,69.31,48.33,39.18,17.16,154.03,87.1,26.455,73.583,30.76,80.02,33.28,46.38,18.11,45.9,54.18,92.06,37.805,195.69,59.17,65.422,72.125,62.309,116.805,106.985,57.96,229.219,84.045,149.89,182.645,179.38,99.03,196.245,118.825,129.69,107.86,117.485,343.96,197.915,72.775,139.71,184.56,97.095,168.35,216.31,168.115,229.59,105.62,172.375,180.96,188.8,168.15,227.365,165.72,133.87,176.29,177.67,234.8,167.73,95.52,287.96,301.71,169.92,159.12,182.56,313.71,117.14,111.58,129.61,126.15,144.27,210.355,175.4,72.45,141.385,224.86,202.835,198.17,190.11,131.08,187.21,271.685,107.785,203.145,102.395,137.73,145.435,211.955,200.03,218.475,369.19,185.57,176.33,91.03,54.96
3223,20.359,22.11,29.83,39.205,36.505,33.57,9.89,22.185,40.44,7.8,13.1,6.44,7.18,33.65,29.745,37.4,75.155,94.435,60.043,76.02,74.54,7.46,28.95,33.17,22.72,21.78,19.79,16.64,25.69,41.7,45.45,18.45,27.89,20.5,25.25,25.14,9.25,21.275,35.0,17.0,34.555,52.68,21.73,24.5,48.17,66.74,16.0,36.75,21.2,56.0,16.75,44.5,25.25,13.54,15.1,48.12,60.95,37.27,29.08,3.0,6.18,27.0,28.52,13.3,27.18,30.16,20.81,12.74,32.865,36.1,90.61,45.535,16.74,7.2,22.585,29.41,20.53,64.224,33.57,28.1,33.2,49.89,13.7,105.885,34.605,21.4,45.255,55.21,29.715,18.25,51.37,66.165,74.81,75.71,88.075,60.655,98.475,83.87,110.883,104.362,113.525,12.06,38.5,78.34,52.03,75.355,70.24,89.18,53.455,76.93,160.63,79.345,99.715,84.14,142.06,115.92,100.0,124.015,109.13,115.91,22.69,108.98,135.37,123.28,92.17,95.49,119.4,86.175,127.15,94.79,144.22,164.195,84.12,151.13,121.88,76.2,75.04,119.52,105.99,258.165,135.205,137.765,109.6,250.0,98.455,164.485,110.4,129.795,138.95,143.265,179.94,131.725,180.355,156.115,254.99,134.46,131.22,95.51,47.22,13.24
3224,15.29,28.015,38.13,36.03,52.31,49.667,27.78,55.21,48.255,11.4,20.91,26.065,7.035,29.88,46.88,67.96,103.185,132.82,71.955,95.445,87.935,39.27,43.1,33.1,46.74,43.09,29.0,80.61,39.39,38.8,51.324,48.33,25.87,37.0,40.725,47.125,56.1,55.07,50.875,37.0,101.7,41.0,69.92,67.87,20.0,56.08,36.5,35.55,9.08,62.28,53.03,36.5,58.68,90.82,39.095,26.14,18.7,4.28,15.72,41.9,58.01,25.98,13.9,46.355,80.34,11.34,25.32,21.28,47.34,5.1,82.45,16.212,48.12,97.84,26.586,24.26,175.45,33.585,52.66,43.78,141.38,34.16,33.745,45.585,63.29,5.4,61.0,60.355,148.82,68.01,142.06,85.52,149.305,90.49,128.06,69.725,50.815,89.78,163.015,72.865,130.38,80.895,84.375,74.07,80.32,94.285,161.29,80.17,67.63,89.72,44.11,106.015,97.685,89.365,138.55,112.71,224.38,105.19,99.13,85.335,66.86,116.725,238.64,105.31,51.79,86.09,94.97,97.44,44.79,56.44,130.03,100.22,39.84,122.51,66.45,68.75,91.69,47.02,49.685,181.955,104.81,63.005,83.02,76.84,107.3,142.595,152.75,115.54,110.1,94.68,67.76,160.915,98.735,159.555,110.98,78.7,69.14,64.06,65.355,74.4
3225,21.98,1.51,17.14,26.45,30.135,33.99,1.9,16.74,21.384,3.04,3.01,1.79,12.795,15.86,13.68,15.875,43.32,63.93,10.225,27.215,34.01,13.6,8.72,19.97,7.56,8.04,12.75,22.417,13.2,17.7,9.88,3.92,2.88,21.7,17.115,40.81,10.74,8.705,12.0,15.03,15.0,21.9,37.2,3.0,42.99,65.06,15.78,20.1,3.0,21.0,12.5,10.5,5.08,5.0,44.07,20.29,19.32,41.68,38.02,20.22,3.58,18.12,57.38,8.2,16.76,15.98,10.8,17.42,4.16,55.9,49.995,21.6,11.2,31.261,31.37,41.09,65.716,38.915,47.49,23.72,34.13,14.21,51.826,26.3,5.13,30.875,14.895,17.4,22.0,2.16,32.472,44.42,4.95,77.062,16.61,29.255,0.0,62.235,52.325,24.12,57.51,19.86,29.22,52.73,20.845,8.5,26.89,80.355,49.34,135.965,53.04,58.95,28.985,134.25,59.06,48.885,58.03,80.18,103.465,77.21,21.42,69.13,70.69,40.42,44.34,54.63,31.36,61.3,94.08,75.52,76.13,96.845,24.75,60.47,41.45,67.17,62.735,54.8,78.01,108.185,104.64,72.085,112.815,104.83,43.345,93.0,110.485,105.793,122.36,103.415,103.195,150.35,93.905,87.915,103.7,161.96,45.335,53.745,66.8,72.73
3226,25.353,34.065,42.025,35.065,48.228,92.117,31.97,17.584,24.91,4.9,16.38,16.555,7.71,20.405,53.88,68.33,120.145,176.1,33.085,68.875,106.475,36.13,44.58,63.96,16.84,103.1,50.1,45.65,38.93,49.4,50.14,26.049,47.22,28.5,41.105,60.215,45.615,66.495,70.125,61.78,53.375,52.425,33.5,44.5,21.54,72.32,50.57,44.64,25.61,42.25,32.6,20.45,24.68,134.61,19.22,16.06,32.03,47.56,41.18,47.578,36.0,67.9,39.155,33.89,71.25,55.85,17.15,32.505,16.66,44.98,43.18,61.43,16.1,59.595,35.48,35.42,42.37,12.14,28.63,71.302,44.439,63.985,78.865,61.13,48.03,42.29,160.745,62.935,87.93,76.515,40.74,42.025,99.9,180.829,158.375,163.915,90.64,224.435,85.19,156.635,118.825,111.055,58.355,110.12,216.245,150.79,147.44,224.905,131.375,142.395,88.135,90.54,113.42,152.175,107.14,249.9,194.485,209.5,137.28,107.04,79.62,140.125,108.725,175.87,149.48,102.82,180.77,117.77,83.37,156.69,240.33,239.47,132.385,102.42,139.315,204.965,197.295,151.295,133.36,179.89,160.27,166.565,162.27,184.76,293.805,269.095,205.445,262.52,328.245,238.705,213.29,215.65,207.715,328.135,257.505,88.115,186.085,198.035,172.7,59.07
3227,13.28,2.96,4.61,12.34,28.521,51.2,2.97,11.66,19.12,3.8,8.2,9.12,8.04,0.0,14.97,17.56,13.415,52.095,13.5,4.18,30.495,13.32,11.75,22.98,5.6,13.28,18.88,2.88,12.44,2.45,20.684,8.84,19.775,23.076,29.64,11.055,9.4,14.0,21.53,14.105,22.25,26.0,14.84,11.5,46.0,82.0,39.86,25.54,64.0,22.88,13.5,32.84,11.96,16.22,42.0,23.84,18.08,27.812,27.32,34.17,19.5,39.265,5.98,29.68,35.605,39.17,25.24,31.97,25.44,8.74,21.153,20.13,7.54,26.947,17.06,11.66,26.53,39.672,18.72,22.32,4.7,35.031,22.165,15.66,15.2,48.914,13.13,65.914,31.31,16.24,20.17,56.764,65.709,83.12,43.247,44.425,25.33,39.01,38.585,17.0,27.06,29.605,25.645,31.425,22.4,33.56,32.26,40.285,35.03,35.315,46.57,44.315,29.36,35.18,153.615,23.02,46.74,71.45,71.365,215.555,30.25,92.765,71.08,75.09,23.08,29.84,46.58,102.28,38.8,65.195,57.12,54.86,34.4,59.385,93.845,22.18,25.99,85.58,69.34,18.49,66.27,67.95,94.305,106.31,51.81,58.13,53.435,48.04,105.57,54.545,81.675,77.53,103.505,44.95,100.805,98.48,50.165,71.06,25.12,31.44
3228,27.49,36.625,48.984,41.905,45.729,127.671,44.855,62.14,149.2,33.375,30.685,20.37,15.26,17.46,46.32,37.159,72.13,153.7,48.388,91.2,176.58,42.21,54.13,71.07,34.8,36.78,36.73,26.16,30.212,24.454,23.33,20.5,46.3,61.585,34.6,38.0,31.75,55.755,67.7,35.164,37.65,33.78,33.75,51.24,43.5,51.07,59.485,112.13,29.99,99.785,47.51,22.07,76.5,66.59,94.22,70.38,53.32,59.845,39.28,110.685,34.25,33.815,44.15,22.45,59.49,67.91,48.84,33.985,16.555,26.34,37.12,78.5,29.377,35.83,37.12,86.0,72.55,109.132,222.433,79.379,56.21,90.296,85.102,100.084,166.682,92.755,125.562,45.05,112.056,80.05,96.054,119.986,93.904,231.825,171.982,126.85,118.71,160.96,124.903,143.562,145.835,102.845,176.815,117.435,184.366,295.105,195.785,224.175,121.905,241.685,224.615,156.475,269.176,190.97,239.565,238.21,404.445,348.4,261.445,237.11,109.255,264.045,331.8,188.555,188.97,309.665,239.58,333.04,145.56,279.39,287.38,400.19,169.92,203.915,295.02,213.85,168.52,176.66,178.08,280.098,313.64,403.435,362.005,613.675,307.595,237.62,337.08,224.275,270.795,171.02,169.79,328.82,264.6,305.105,369.625,350.65,165.265,222.54,203.355,67.71
3230,4.66,10.604,13.765,15.94,13.98,27.505,7.98,31.265,16.47,4.69,3.14,0.0,10.884,6.52,11.42,15.585,29.87,22.12,10.8,18.13,40.95,10.1,7.6,16.07,12.58,34.85,5.38,4.3,21.25,11.35,14.5,6.52,14.84,13.95,18.64,8.77,70.0,7.115,27.67,11.5,14.76,3.0,22.36,62.5,20.0,5.0,16.5,33.61,25.75,6.12,16.6,4.68,0.0,12.28,8.04,16.38,9.0,15.87,9.035,14.71,0.0,15.12,0.0,3.0,5.46,10.98,26.1,10.14,0.0,6.16,18.2,20.17,14.91,7.64,5.8,16.8,10.96,16.43,27.31,30.08,23.32,11.7,18.29,22.41,16.74,32.73,18.98,24.966,34.52,17.31,7.552,39.11,26.345,17.085,32.035,72.505,31.41,38.525,37.2,23.597,30.83,10.35,36.61,23.94,37.745,38.915,31.1,39.0,4.8,37.62,29.21,103.125,44.76,24.5,125.26,61.235,49.29,44.75,11.61,43.265,17.01,51.89,16.56,15.65,60.64,23.66,48.7,33.82,69.68,81.755,100.77,21.09,27.8,43.495,33.83,26.745,18.635,76.56,49.53,42.38,52.82,22.55,35.17,101.93,40.745,59.04,34.09,26.055,19.85,32.83,23.005,50.79,10.335,32.56,82.19,56.8,2.49,37.32,74.055,0.0
3231,0.0,3.05,10.64,4.94,9.92,12.015,3.08,3.045,30.38,6.08,1.54,0.0,0.0,1.52,2.64,1.61,2.86,31.16,10.53,9.84,9.38,36.945,0.0,4.84,0.0,2.4,4.0,2.5,0.0,5.1,1.6,0.0,6.84,2.5,8.0,0.0,0.0,7.82,7.5,5.12,0.0,0.0,19.0,0.0,5.0,11.5,0.0,6.5,2.0,7.68,0.0,0.0,10.4,14.5,21.42,12.28,2.0,14.14,8.32,18.84,10.39,3.12,4.25,3.0,3.0,0.0,10.6,5.0,5.2,0.0,34.5,21.56,21.972,7.79,0.0,2.0,7.2,6.16,16.07,14.94,9.81,8.99,27.87,35.09,24.39,26.95,30.61,29.965,14.01,46.71,23.4,16.285,2.6,16.2,6.49,24.235,17.412,28.585,20.8,24.6,0.0,16.83,4.4,9.52,35.63,15.28,48.665,34.225,0.0,27.08,31.06,25.255,40.42,22.73,15.145,8.64,31.75,39.57,11.85,25.435,0.0,29.79,34.915,24.23,34.3,30.71,52.61,17.39,6.63,39.72,18.2,95.095,22.415,19.41,17.32,6.6,50.13,7.4,22.89,6.64,34.24,13.3,50.965,69.68,13.28,48.93,38.385,13.3,31.43,52.55,28.99,15.185,28.285,0.0,49.13,6.6,31.95,14.875,36.24,0.0
3232,0.0,1.505,2.28,0.0,1.52,8.594,1.54,0.0,1.56,4.94,0.0,5.0,0.0,7.42,3.08,0.0,2.0,0.0,0.0,0.0,8.2,2.73,0.0,5.0,5.0,2.0,0.0,4.6,0.0,3.06,6.0,5.0,2.5,0.0,2.9,8.5,3.0,0.0,3.66,0.0,0.0,0.0,3.0,2.25,7.5,0.0,3.0,0.0,3.0,6.75,4.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,9.76,0.0,0.0,2.04,12.822,0.0,0.0,0.0,23.1,0.0,8.88,0.0,5.2,0.0,3.42,0.0,0.0,0.0,4.86,0.0,10.325,6.48,2.32,6.16,5.28,14.282,11.67,14.05,0.0,0.0,0.0,8.875,0.0,10.885,1.71,12.1,0.0,15.57,5.22,6.54,0.0,11.4,5.76,9.0,28.81,61.5,14.32,7.92,0.0,20.44,0.0,0.0,3.3,0.0,10.665,6.4,0.0,20.69,7.8,6.6,27.26,13.81,0.0,5.18,6.66,10.8,10.54,25.4,0.0,5.18,0.0,6.63,17.4,24.45,22.0,18.91,6.64,0.0,6.66,19.795,14.26,79.16,11.1,19.775,29.51,18.9,0.0,6.64,0.0,9.13,19.95,25.115,28.09,0.0,20.2,11.18,18.31,22.185,34.04,0.0,15.585,0.0
3233,1.51,4.5,4.565,2.96,3.04,14.82,11.08,16.39,15.96,0.0,2.66,1.5,0.0,1.52,7.04,0.0,9.2,28.58,3.0,4.25,25.62,12.195,0.0,12.12,9.95,5.0,4.16,0.0,14.67,26.5,3.0,10.75,0.0,10.86,4.0,9.27,4.0,6.6,0.0,5.0,5.5,0.0,11.1,4.5,10.0,11.75,3.0,2.75,8.25,6.75,5.0,0.0,3.0,9.12,5.04,6.5,0.0,4.0,31.31,0.0,0.0,10.135,0.0,0.0,0.0,0.0,15.48,44.95,0.0,6.5,0.0,58.76,5.2,0.0,5.76,5.2,27.115,7.97,0.0,16.71,10.26,25.36,9.48,26.81,20.62,90.3,15.495,18.0,20.13,0.0,17.4,2.7,12.1,11.55,6.49,42.74,60.435,33.58,46.755,9.92,37.53,10.45,24.285,13.1,16.0,45.51,112.6,41.55,7.475,59.205,78.1,50.73,56.435,41.81,65.55,6.66,32.58,33.11,37.46,60.0,30.805,28.0,35.95,19.92,12.55,24.06,11.16,12.36,34.53,13.32,27.75,47.76,20.97,29.31,56.27,0.0,39.925,35.35,40.56,17.245,33.102,26.55,23.34,57.68,0.0,22.05,15.99,24.83,0.0,148.51,65.08,27.15,40.935,12.62,52.57,110.235,56.975,13.325,13.335,0.0
3234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.94,0.0,0.0,0.0,0.0,5.3,0.0,5.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,5.94,0.0,0.0,5.5,0.0,0.0,0.0,0.0,21.25,0.0,0.0,8.04,5.985,6.49,5.13,10.87,24.9,0.0,0.0,5.25,0.0,0.0,0.0,0.0,2.4,0.0,0.0,6.6,0.0,6.08,20.065,0.0,4.16,0.0,3.25,6.615,10.48,0.0,10.56,13.34,42.59,13.2,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.66,31.89,8.14,5.46,0.0,12.58,0.0,7.4,6.63,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,0.0,0.0,0.0,0.0,0.0,11.64,0.0,0.0,0.0,1.5,8.36,0.0,0.0,0.0,4.07,0.0,5.0,6.75,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.12,2.0,3.995,0.0,5.2,0.0,9.435,0.0,3.0,0.0,0.585,1.0,0.0,7.25,5.0,9.0,4.4,5.2,7.61,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,8.76,5.2,0.0,0.0,0.0,7.25,0.0,0.0,9.99,10.8,6.75,0.0,0.0,12.6,0.0,0.0,6.0,0.0,6.195,5.13,0.0,0.0,7.93,0.0,0.0,6.2,4.48,0.0,0.0,0.0,0.0,18.9,19.755,0.0,0.0,6.6,11.955,4.62,5.94,3.93,0.0,0.0,4.225,8.36,0.0,6.66,19.45,18.55,20.29,0.0,18.54,1.85,26.4,10.36,35.92,12.55,6.66,6.6,0.0,5.18,0.0,0.0,0.0,0.0,21.325,13.2,13.3,6.63,13.32,0.0,0.0,18.675,0.0,0.0,0.0,0.0,18.26,0.0,27.39,27.8,19.95,0.0,13.2,0.0,0.0,0.0
