"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,State/Territory1,Number of individuals,Number of individuals with private health insurance,"Taxable income or loss3
no.","Taxable income or loss3
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - Primary production4 
no.","Total business income - Primary production4 
$","Total business income - Non-primary production4 
no.","Total business income - Non-primary production4 
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business - Primary production4 
no.","Net income or loss from business - Primary production4 
$","Net income or loss from business - Non-primary production4 
no.","Net income or loss from business - Non-primary production4 
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Net medical expenses over the threshold amount tax offset
no.","Net medical expenses over the threshold amount tax offset
$","Low income tax offset
no.","Low income tax offset
$","Mature age worker tax offset
no.","Mature age worker tax offset
$","Termination payment tax offset
no.","Termination payment tax offset
$"
2354,NSW,"2,143","1,415","2,091","70,212,637","1,453","13,512,820","1,182","977,480",11,"15,793","1,257","13,350,261",22,"70,188","1,322","50,542,604",423,"1,066,670",23,"390,127",18,"267,076",165,"968,750",155,"1,679,564",11,"263,833",7,"216,042","1,402","3,439,539",308,"517,427",782,"6,104,816",781,"2,615,449","2,130","76,248,974",281,"736,531",110,"274,852",850,"229,692",63,"95,967",648,"715,962",25,"12,458",27,"47,622",35,"164,439",383,"133,632",735,"289,654","1,426","4,324,898",78,"1,414,716",132,"866,906",659,"-5,470,784",700,"7,233,483",220,"324,719",1,"2,323",31,"1,253,322",37,"411,863",161,"2,015,893",93,"392,292",238,"8,588,298",272,"8,770,680",169,"290,285",158,"94,589",136,"36,147",299,"4,794,888",193,"2,397,405",92,"176,311",288,"1,998,314",182,"1,161,170",117,"-938,312",299,"222,858",142,"120,243",23,"203,053",87,"1,483,276",84,"140,603",117,"8,705,297",159,"18,923,205",260,"27,628,502",262,"27,022,408",124,"-1,889,118",162,"1,986,355",270,"97,237",100,"478,878",14,"44,695",30,"31,703","1,077","372,018",230,"95,927",35,"220,099"
2355,NSW,290,168,284,"9,846,924",191,"1,640,860",162,"131,114",2,"2,604",169,"1,616,719",4,"12,869",219,"8,057,232",65,"54,695",2,"39,516",5,"15,361",39,"236,481",17,"221,914",2,"51,597",4,"92,150",154,"130,587",17,"3,394",66,"185,579",65,"79,515",290,"10,458,998",54,"122,649",14,"23,297",151,"39,973",9,"4,687",123,"136,451",1,620,4,176,2,"2,024",55,"23,288",124,"43,994",212,"500,573",18,"288,570",17,"85,338",50,"-307,327",51,"526,866",11,"10,744",3,"76,072",4,"55,572",6,"64,364",7,"281,116",3,"80,350",9,"592,389",21,"271,415",10,"314,136",9,"270,618",6,"67,459",25,"469,681",18,"139,869",12,"31,530",25,"231,309",14,"131,361",11,"-64,388",25,"66,973",21,"2,546",0,0,5,"83,539",12,"19,875",19,"614,138",27,"1,659,348",42,"2,273,486",43,"2,071,805",21,"-336,683",28,"490,447",44,"153,764",15,"90,455",2,"6,537",0,0,142,"46,729",29,"12,082",4,"2,381"
2356,NSW,68,19,66,"1,844,333",44,"258,163",30,"19,891",1,"1,345",33,"216,853",0,0,47,"1,548,771",9,"29,525",0,0,0,0,8,"43,657",11,"131,219",1,"11,988",0,0,44,"15,360",3,"1,714",10,"9,039",10,"3,872",66,"1,959,074",9,"19,493",3,"23,568",23,"6,903",3,"5,636",22,"17,594",1,266,0,0,0,0,10,"5,835",24,"5,761",46,"114,741",0,0,0,0,9,"-15,640",11,"36,237",2,390,0,0,2,"6,193",0,0,2,"3,274",2,570,2,"9,097",2,"18,972",1,34,1,34,2,38,6,"73,872",6,"43,644",1,82,6,"34,111",2,"7,184",4,"-11,149",6,"-3,965",5,"1,726",0,0,1,"25,000",5,"4,685",5,"346,368",4,"202,641",9,"549,009",10,"534,467",6,"-9,226",4,"22,305",10,"13,079",3,"1,267",1,"1,798",1,106,34,"11,532",4,"2,000",2,"33,514"
2357,NSW,"1,984","1,127","1,954","76,344,343","1,483","13,235,436","1,191","982,978",16,"21,651","1,282","13,217,024",46,"177,317","1,379","59,637,192",461,"925,625",17,"213,838",17,"226,265",180,"1,053,263",193,"2,134,732",26,"537,974",24,"583,629","1,214","2,637,197",214,"88,576",590,"3,284,472",589,"1,406,126","1,979","81,113,496",321,"652,907",136,"355,100",960,"249,809",80,"124,713",767,"718,304",16,"5,275",28,"179,088",18,"44,981",400,"191,732",802,"268,364","1,467","3,914,588",97,"2,005,070",127,"893,903",335,"-1,941,546",400,"5,750,555",93,"142,263",8,"253,881",23,"325,055",22,"152,945",80,"606,173",51,"82,191",112,"2,218,902",170,"2,617,185",92,"213,653",80,"75,765",70,"5,111",258,"3,480,453",169,"1,130,987",60,"93,250",254,"1,668,717",142,"1,033,972",121,"-446,473",263,"587,499",127,"94,167",28,"134,818",51,"961,513",87,"161,424",72,"7,560,876",127,"9,138,124",192,"16,699,000",189,"15,220,700",76,"-802,776",130,"2,177,543",197,"1,374,767",73,"419,432",35,"100,189",16,"23,292","1,058","356,673",208,"83,164",36,"165,810"
2358,NSW,"2,070","1,135","2,039","78,196,954","1,513","13,024,123","1,262","1,011,902",16,"17,084","1,324","13,108,449",48,"173,067","1,483","60,059,468",422,"756,904",18,"204,993",18,"221,548",197,"1,039,063",175,"1,983,249",25,"366,460",28,"765,471","1,307","2,283,003",198,"172,700",602,"3,410,895",599,"1,462,619","2,063","82,359,192",436,"913,046",119,"195,319",987,"251,778",75,"87,690",839,"767,817",14,"5,125",23,"84,764",35,"96,599",527,"179,683",858,"261,495","1,540","3,687,827",83,"1,522,938",153,"1,205,126",302,"-1,780,719",399,"5,203,436",100,"213,830",1,"9,502",14,"147,669",36,"773,695",103,"1,104,019",67,"276,716",146,"3,446,621",169,"3,805,831",87,"157,991",80,"84,921",74,"3,791",274,"4,517,661",173,"1,904,385",74,"99,171",269,"1,622,321",170,"1,418,559",104,"-526,775",274,"891,784",100,"74,263",17,"26,653",44,"749,078",60,"94,251",59,"2,496,408",181,"12,783,377",228,"15,279,785",228,"12,458,631",60,"-558,308",189,"2,807,450",237,"2,249,142",93,"446,981",29,"84,761",35,"24,640","1,118","370,932",225,"100,387",35,"74,803"
2359,NSW,360,191,346,"9,749,587",221,"1,400,780",170,"119,385",2,"1,906",193,"1,383,186",4,"5,762",210,"7,989,132",61,"192,780",4,"12,679",3,"2,596",43,"245,095",38,"392,924",0,0,2,"71,943",222,"351,355",28,"4,653",93,"161,375",93,"69,128",358,"11,175,843",59,"166,280",19,"13,880",145,"39,507",8,"17,437",122,"144,801",8,929,2,435,3,"2,332",51,"17,827",119,"33,123",215,"510,381",11,"148,009",16,"88,098",129,"-680,298",94,"1,171,632",18,"7,415",4,"89,079",8,"58,467",10,"104,350",14,"460,670",6,"10,974",17,"2,762,701",23,"1,685,092",10,724,10,724,9,125,57,"485,591",38,"184,222",13,"14,714",57,"232,347",29,"131,005",28,"-76,697",57,"54,308",24,"24,745",4,"27,061",3,"47,876",7,"19,436",22,"2,124,257",33,"1,909,619",50,"4,033,876",50,"3,659,707",25,"-436,830",33,"706,639",53,"269,809",16,"52,079",1,"4,638",2,165,181,"61,538",31,"13,898",4,"3,024"
2360,NSW,"7,146","3,811","7,069","284,681,322","5,494","48,439,282","4,535","3,641,185",60,"69,271","4,939","48,694,795",119,"354,818","5,347","228,223,942","1,345","2,530,237",75,"1,117,336",55,"409,268",654,"3,808,997",669,"6,976,542",86,"1,491,285",57,"1,097,686","4,081","6,677,064",610,"402,063","1,888","10,427,030","1,888","4,466,643","7,135","301,584,705","1,431","3,071,235",484,"1,113,936","3,810","1,050,598",294,"498,690","3,272","3,232,748",73,"29,322",95,"165,028",129,"539,260","1,768","829,421","3,120","835,188","5,539","14,511,755",393,"7,876,977",516,"3,846,295",620,"-7,979,081","1,334","22,443,811",395,"1,086,481",36,"1,162,250",45,"969,102",93,"634,759",301,"3,133,452",197,"635,581",457,"15,030,809",582,"9,522,237",315,"1,319,005",291,"203,930",288,"351,671",884,"11,859,488",635,"4,845,676",191,"397,279",877,"5,485,805",430,"3,220,695",455,"-2,089,967",885,"1,130,728",249,"431,247",104,"323,539",147,"2,529,660",313,"603,851",153,"8,273,737",565,"53,782,265",688,"62,073,398",681,"52,356,450",164,"-3,594,210",574,"12,362,612",704,"8,760,177",316,"2,356,841",92,"210,080",124,"98,790","4,180","1,385,626",560,"243,226",107,"306,064"
2361,NSW,377,196,364,"9,632,329",225,"1,330,852",171,"117,411",1,"1,727",190,"1,310,854",6,"19,887",237,"9,058,666",71,"134,945",5,"13,237",3,"14,315",58,"372,019",25,"314,371",2,"79,694",0,0,197,"499,291",19,"5,739",86,"155,010",86,"66,443",374,"10,720,835",58,"183,409",22,"74,738",160,"54,397",6,"6,157",131,"157,099",1,203,0,0,2,"2,474",63,"18,384",124,"42,924",225,"578,569",18,"364,085",32,"154,800",113,"-1,423,685",71,"1,077,223",21,"142,833",0,0,5,"98,186",6,"47,202",12,"62,662",5,"1,101",16,"174,533",27,"375,303",15,"19,526",13,"13,368",9,638,39,"719,631",19,"111,173",8,"8,784",39,"322,051",30,"358,706",9,"-81,083",39,"277,623",14,"10,764",7,"1,864",2,"25,240",13,"13,544",28,"1,311,748",26,"468,124",48,"1,779,872",50,"2,282,645",31,"-738,653",27,"146,893",50,"-591,760",10,"21,814",3,"8,366",4,"5,342",181,"62,973",45,"18,660",5,"7,433"
2365,NSW,"2,000","1,159","1,962","74,193,509","1,420","14,440,433","1,133","980,384",13,"22,437","1,238","14,311,751",32,"113,090","1,344","49,640,123",340,"560,129",13,"58,253",19,"237,840",163,"984,919",136,"1,545,586",18,"380,851",6,"105,211","1,283","2,330,507",223,"212,012",644,"3,746,636",642,"1,605,446","1,996","79,399,356",329,"751,050",99,"188,833",900,"227,055",59,"82,182",645,"598,823",23,"5,254",20,"30,366",37,"193,727",358,"99,405",711,"199,917","1,348","3,806,344",55,"1,008,987",88,"534,177",488,"-2,012,300",507,"5,450,775",157,"138,858",4,"46,151",23,"339,470",24,"258,447",137,"8,258,285",96,"3,374,059",187,"25,157,711",174,"4,459,697",139,"432,244",132,"45,746",112,"113,040",270,"3,604,443",177,"1,481,003",61,"66,294",267,"1,940,270",149,"902,675",124,"-785,799",273,"116,876",89,"109,842",11,"164,638",66,"1,303,149",69,"126,583",118,"13,723,806",152,"9,924,813",252,"23,648,619",255,"19,631,110",122,"27,099",153,"3,172,135",255,"3,199,234",115,"822,585",11,"49,248",21,"13,009","1,136","397,153",205,"90,563",31,"78,737"
2369,NSW,327,118,324,"11,932,792",252,"1,700,599",204,"146,345",3,"4,855",216,"1,690,038",4,"16,525",252,"9,813,090",56,"78,176",7,"71,079",7,"19,626",48,"358,558",31,"352,212",3,"78,710",4,"81,335",146,"179,274",12,"2,297",48,"268,268",48,"115,264",327,"12,637,397",65,"133,737",17,"41,164",193,"50,662",9,"9,711",149,"132,514",4,846,2,100,2,"15,600",61,"7,900",143,"26,046",264,"649,070",19,"394,133",15,"74,448",23,"80,469",30,"742,144",5,"1,803",1,"55,947",5,"65,428",5,"23,946",6,"50,330",2,"8,994",6,"110,269",11,"24,135",4,"6,693",2,43,3,9,25,"219,043",18,"104,491",5,"13,814",24,"115,363",12,"41,721",12,"-56,346",24,"-14,625",11,"2,379",3,20,9,"220,398",6,"10,392",15,"701,611",24,"901,424",36,"1,603,035",37,"1,518,883",17,"-231,616",25,"335,213",39,"103,597",13,"34,115",5,"16,407",6,"3,162",201,"67,156",23,"8,722",5,"5,974"
2370,NSW,"3,745","1,919","3,685","129,308,831","2,663","21,294,782","2,116","1,641,475",20,"24,617","2,252","20,947,853",52,"160,484","2,596","104,458,674",836,"1,722,837",26,"468,341",17,"111,214",422,"2,699,892",393,"3,919,138",53,"942,836",40,"960,927","2,281","4,804,151",398,"161,794","1,076","3,600,529","1,075","1,542,485","3,736","138,589,654",646,"1,451,166",237,"783,406","1,983","558,064",122,"212,453","1,395","1,602,021",28,"8,030",55,"69,931",53,"227,700",900,"358,169","1,378","423,967","2,673","7,320,096",122,"2,102,399",233,"1,921,773",601,"-5,604,938",746,"10,164,257",215,"1,152,783",7,"284,187",30,"398,233",57,"508,126",141,"1,451,197",77,"180,556",221,"9,662,013",322,"4,348,839",171,"320,920",154,"137,334",124,"18,616",452,"5,939,097",307,"2,427,515",97,"178,604",450,"2,974,285",212,"1,483,201",242,"-1,124,508",454,"358,693",150,"254,147",42,"172,241",83,"1,361,274",138,"260,974",160,"14,053,173",323,"25,900,167",459,"40,228,416",445,"36,738,153",161,"-1,427,901",330,"4,265,307",464,"2,851,011",146,"778,985",57,"160,070",39,"54,540","2,010","680,276",345,"146,365",50,"386,268"
2371,NSW,534,248,513,"15,734,040",343,"2,667,959",251,"196,188",4,"6,838",276,"2,410,758",7,"25,069",321,"12,485,182",102,"269,795",5,"44,056",6,"54,219",58,"389,734",62,"677,610",3,"67,437",8,"184,598",341,"468,204",75,"26,163",169,"828,990",169,"355,231",531,"16,828,595",68,"177,210",31,"113,317",229,"60,452",16,"17,333",154,"152,765",2,445,18,"41,291",11,"45,253",88,"23,129",171,"50,190",328,"940,527",22,"420,900",25,"368,342",147,"-1,497,988",135,"972,792",29,"68,361",5,"227,385",7,"211,260",6,"100,519",32,"153,845",15,"14,318",41,"761,468",38,"1,272,099",20,"342,735",17,"1,280",16,"130,872",60,"949,275",35,"363,969",12,"21,626",59,"427,933",35,"264,773",27,"-129,026",62,"135,747",20,"28,839",8,"12,824",10,"249,604",10,"9,538",32,"2,091,128",33,"2,020,136",62,"4,111,264",60,"3,972,142",32,"-210,167",36,"180,311",64,"-29,856",15,"64,370",3,"7,924",6,"3,778",265,"92,490",50,"20,012",12,"72,974"
2372,NSW,"2,477","1,575","2,405","84,987,594","1,685","14,124,087","1,304","1,047,783",20,"23,906","1,408","13,486,309",35,"101,199","1,624","68,723,547",538,"1,661,325",35,"331,267",33,"148,115",227,"1,493,206",284,"3,000,649",36,"667,008",42,"799,919","1,603","3,090,106",257,"71,990",757,"2,673,004",756,"1,145,614","2,468","91,384,921",474,"1,105,913",211,"716,655","1,257","335,250",68,"132,348",980,"945,597",23,"4,023",26,"54,618",35,"155,765",542,"178,337","1,074","351,547","1,802","4,985,506",93,"1,757,764",153,"1,164,719",464,"-5,247,199",529,"6,497,703",166,"388,136",14,"391,517",45,"925,646",46,"378,918",145,"1,484,544",76,"320,295",210,"6,228,101",231,"4,132,151",154,"788,006",137,"194,327",131,"320,576",395,"6,116,885",271,"2,542,285",101,"200,198",389,"3,167,096",188,"1,491,131",208,"-1,283,825",396,"207,306",146,"181,343",36,"187,442",55,"728,781",121,"268,426",166,"12,711,846",235,"19,635,154",368,"32,347,000",359,"31,542,896",175,"-4,345,975",236,"4,446,459",374,"100,484",107,"599,021",41,"106,869",42,"30,290","1,240","411,960",277,"116,594",56,"375,889"
2379,NSW,210,146,201,"7,655,648",126,"1,701,287",105,"108,221",0,0,109,"1,694,645",0,0,115,"3,925,620",18,"95,535",1,505,1,"21,218",23,"175,757",8,"91,399",1,"23,881",1,"174,913",121,"197,553",24,"111,019",77,"337,876",77,"144,780",210,"8,490,406",24,"62,490",2,"3,095",65,"16,535",4,"4,775",59,"78,179",1,361,1,30,5,"83,466",39,"21,995",62,"35,551",130,"554,919",3,"69,197",6,"55,431",76,"2,041,507",69,"1,065,154",21,"96,058",1,"12,892",0,0,2,"19,864",13,"82,031",6,"5,092",24,"1,091,101",32,"1,443,235",9,"2,861",9,"2,861",9,421,27,"594,066",17,"155,270",5,"10,558",22,"135,376",16,"391,960",11,"-99,098",27,"292,862",17,"22,077",2,"4,353",10,"209,234",13,"39,208",16,"1,138,393",13,"808,175",27,"1,946,568",27,"1,898,083",16,"-261,639",14,"282,614",28,"20,975",10,"14,671",1,"3,582",1,"1,374",84,"28,219",15,"6,553",1,"1,521"
2380,NSW,"5,480","3,211","5,423","274,850,700","4,280","56,035,885","3,710","3,735,020",87,"104,347","3,886","57,441,170",125,"455,895","4,275","231,893,729","1,033","3,283,468",90,"1,181,047",93,"804,806",432,"2,546,734",389,"4,304,344",54,"606,140",35,"789,884","3,203","6,793,441",525,"496,891","1,408","8,300,516","1,406","3,556,754","5,463","288,680,580","1,181","3,041,663",332,"922,965","3,371","837,798",246,"392,345","2,451","2,466,384",109,"42,646",131,"246,633",83,"297,530","1,566","439,155","2,113","751,351","4,373","11,717,310",247,"5,024,687",480,"3,246,992",521,"-3,078,594",884,"14,996,929",247,"784,097",24,"418,002",36,"595,802",58,"457,988",224,"2,596,381",159,"683,255",333,"16,931,883",435,"9,647,354",205,"452,879",197,"117,275",182,"88,549",705,"10,455,764",565,"5,166,859",237,"473,496",707,"5,331,444",299,"1,943,290",411,"-2,459,325",710,"-516,035",291,"244,314",58,"149,911",100,"1,663,130",275,"609,082",118,"7,455,530",402,"34,941,508",493,"42,397,038",480,"34,417,922",121,"-1,320,932",405,"8,772,654",496,"7,451,722",213,"1,967,408",59,"118,664",65,"68,054","2,661","858,737",423,"181,063",137,"351,691"
2381,NSW,608,330,593,"27,854,624",460,"5,603,573",400,"375,802",6,"5,774",422,"5,384,454",12,"34,118",428,"19,186,177",91,"329,670",7,"209,308",9,"83,896",63,"352,285",30,"340,662",6,"50,893",3,"76,206",359,"964,332",55,"76,154",165,"1,232,776",165,"528,225",605,"30,121,328",118,"285,048",38,"131,147",334,"82,623",22,"22,861",235,"198,668",16,"7,044",10,"97,819",10,"33,348",150,"65,878",250,"80,717",453,"1,608,353",19,"492,416",35,"174,210",129,"3,132,809",139,"1,808,890",25,"218,676",6,"69,704",6,"702,721",11,"148,128",31,"302,427",21,"27,304",45,"2,468,125",47,"329,966",21,"8,904",19,"1,791",16,261,77,"1,391,634",54,"754,972",31,"62,267",73,"570,756",42,"406,241",35,"-402,602",77,"3,639",46,"77,958",9,"37,325",27,"566,401",20,"36,799",28,"4,607,955",44,"4,875,560",67,"9,483,515",63,"8,553,412",30,"-493,492",45,"1,046,448",68,"552,956",26,"169,600",8,"9,549",6,"3,798",327,"104,992",59,"24,485",19,"133,524"
2382,NSW,713,402,701,"31,509,813",524,"6,880,266",440,"450,764",18,"23,901",469,"7,047,636",13,"48,394",505,"27,751,771",150,"267,404",11,"58,154",18,"138,803",59,"290,688",58,"679,017",1,"7,370",4,"87,096",432,"1,008,431",64,"8,462",178,"359,401",178,"153,842",711,"33,311,337",122,"362,376",38,"76,140",394,"98,024",27,"46,327",272,"298,987",16,"4,505",15,"8,761",6,"5,872",152,"41,218",274,"86,171",535,"1,472,828",35,"635,342",49,"242,707",157,"-1,636,735",158,"3,149,812",32,"39,636",1,"1,408",9,"126,835",5,"65,305",32,"400,841",24,"49,708",51,"2,284,422",78,"1,372,860",22,"9,381",22,"9,381",17,568,83,"976,803",60,"546,727",23,"44,239",82,"560,987",34,"179,682",49,"-354,832",83,"-175,150",46,"19,961",4,"14,262",19,"382,444",26,"62,003",41,"4,827,370",46,"4,569,550",77,"9,396,920",81,"8,679,606",43,"-93,477",48,"780,518",81,"687,041",36,"416,508",3,"5,118",6,"11,429",318,"104,509",56,"23,741",23,"11,377"
2386,NSW,219,155,213,"1,845,693",137,"1,239,653",108,"91,202",0,0,117,"1,264,167",1,"4,512",119,"4,583,123",18,"16,676",2,"2,833",1,"8,954",16,"87,738",6,"75,503",1,"4,524",2,"58,203",150,"472,325",21,"7,378",81,"668,922",81,"286,648",218,"2,365,029",34,"135,574",4,"1,993",75,"23,601",4,"6,178",60,"63,237",3,750,3,"9,514",2,"2,942",21,"6,625",55,"16,982",126,"484,879",3,"40,428",6,"16,350",75,"-5,971,612",82,"1,096,648",25,"175,290",1,"13,000",2,"8,233",1,"1,334",9,"15,693",6,571,19,"73,709",28,"173,914",19,"3,776",19,"3,776",11,256,21,"349,259",15,"119,263",9,"18,316",21,"120,661",16,"93,901",5,"-2,882",21,"91,019",21,"3,503",2,192,10,"205,340",6,"12,143",10,"630,033",14,"1,244,437",22,"1,874,470",24,"2,188,256",12,"-588,129",14,"281,450",24,"-306,679",9,"82,187",2,"1,149",2,"1,345",100,"31,674",5,"2,380",0,0
2387,NSW,147,95,144,"2,114,536",91,"822,925",78,"63,837",0,0,85,"837,420",1,"2,253",99,"4,332,727",8,"17,244",0,0,6,"3,255",7,"38,538",4,"24,157",1,"7,073",0,0,78,"294,231",30,"16,444",55,"236,088",54,"101,164",146,"2,749,713",35,"95,787",9,"18,140",74,"29,435",2,"2,146",59,"88,648",1,72,4,746,3,"5,082",27,"21,816",61,"10,565",100,"318,110",2,"24,187",5,"22,898",44,"-3,164,120",37,"212,284",10,"5,877",0,0,3,"233,615",0,0,6,"635,451",2,"48,365",14,"1,630,713",22,"253,976",6,"2,412",6,"2,412",4,58,15,"247,676",13,"159,235",2,111,15,"144,178",4,"37,132",11,"-92,980",15,"-55,848",10,"151,484",2,"148,107",3,"28,326",8,"17,347",6,"2,915,056",11,"816,550",16,"3,731,606",16,"4,626,823",6,"-813,572",12,"-114,188",17,"-927,760",3,"2,017",0,0,3,"3,259",72,"23,657",8,"3,442",4,69
2388,NSW,"1,496",790,"1,476","64,689,565","1,146","13,966,839",986,"933,803",11,"11,874","1,035","14,070,647",23,"73,363","1,118","49,017,687",252,"546,404",12,"168,095",57,"96,286",136,"888,882",106,"1,055,604",10,"58,092",5,"61,435",805,"1,926,084",127,"44,462",379,"2,368,696",378,"1,014,885","1,493","69,839,475",306,"816,712",99,"344,922",811,"234,244",52,"66,768",570,"624,693",25,"9,086",21,"49,972",14,"75,337",264,"94,152",523,"165,827","1,093","3,226,920",55,"889,931",85,"588,609",274,"3,012,508",330,"6,822,988",75,"330,186",5,"67,331",17,"310,445",16,"134,781",61,"943,192",34,"250,939",96,"3,093,896",114,"11,303,712",58,"208,150",50,"83,819",45,"47,310",165,"2,119,254",127,"1,137,652",37,"48,837",169,"1,113,081",71,"314,912",99,"-495,228",170,"-180,316",105,"43,493",12,"70,424",32,"614,501",59,"128,438",61,"11,271,719",103,"10,364,027",147,"21,635,746",148,"21,308,845",65,"-514,049",105,"680,864",151,"166,815",59,"691,645",6,"8,338",9,"19,547",821,"254,376",115,"51,152",55,"19,349"
2390,NSW,"4,881","3,008","4,826","243,166,121","3,879","49,622,396","3,455","3,380,490",65,"89,720","3,583","50,587,325",120,"443,163","3,835","200,904,948",943,"2,250,765",56,"888,300",67,"644,845",371,"2,158,264",314,"3,384,532",42,"371,154",37,"939,364","2,880","5,044,745",417,"345,837","1,367","7,886,938","1,362","3,379,568","4,868","258,672,839",922,"2,319,178",319,"884,837","3,044","799,414",222,"348,155","2,045","2,086,618",112,"32,889",70,"164,699",41,"83,883","1,355","384,705","1,997","658,635","3,984","9,543,242",243,"4,148,665",456,"3,460,818",495,"3,946,967",828,"14,223,558",229,"903,198",15,"169,336",66,"1,534,825",67,"433,131",178,"1,754,454",123,"301,185",255,"8,221,100",317,"6,362,694",180,"248,727",170,"152,925",160,"44,545",623,"11,604,250",499,"5,912,597",207,"390,186",618,"4,968,227",285,"2,546,115",347,"-2,212,875",632,"333,240",299,"473,193",45,"189,413",93,"1,288,340",227,"477,432",96,"5,268,119",319,"34,460,740",393,"39,728,859",404,"33,882,825",112,"-1,601,596",329,"6,804,705",413,"5,203,109",181,"1,515,636",52,"106,066",68,"62,600","2,486","793,916",378,"160,422",113,"567,283"
