Small Unit Installation Postcode,Jan 2011 - Installations Quantity,Feb 2011 - Installations Quantity,Mar 2011 - Installations Quantity,Apr 2011 - Installations Quantity,May 2011 - Installations Quantity,Jun 2011 - Installations Quantity,Jul 2011 - Installations Quantity,Aug 2011 - Installations Quantity,Sep 2011 - Installations Quantity,Oct 2011 - Installations Quantity,Nov 2011 - Installations Quantity,Dec 2011 - Installations Quantity,Jan 2012 - Installations Quantity,Feb 2012 - Installations Quantity,Mar 2012 - Installations Quantity,Apr 2012 - Installations Quantity,May 2012 - Installations Quantity,Jun 2012 - Installations Quantity,Jul 2012 - Installations Quantity,Aug 2012 - Installations Quantity,Sep 2012 - Installations Quantity,Oct 2012 - Installations Quantity,Nov 2012 - Installations Quantity,Dec 2012 - Installations Quantity,Jan 2013 - Installations Quantity,Feb 2013 - Installations Quantity,Mar 2013 - Installations Quantity,Apr 2013 - Installations Quantity,May 2013 - Installations Quantity,Jun 2013 - Installations Quantity,Jul 2013 - Installations Quantity,Aug 2013 - Installations Quantity,Sep 2013 - Installations Quantity,Oct 2013 - Installations Quantity,Nov 2013 - Installations Quantity,Dec 2013 - Installations Quantity,Jan 2014 - Installations Quantity,Feb 2014 - Installations Quantity,Mar 2014 - Installations Quantity,Apr 2014 - Installations Quantity,May 2014 - Installations Quantity,Jun 2014 - Installations Quantity,Jul 2014 - Installations Quantity,Aug 2014 - Installations Quantity,Sep 2014 - Installations Quantity,Oct 2014 - Installations Quantity,Nov 2014 - Installations Quantity,Dec 2014 - Installations Quantity,Jan 2015 - Installations Quantity,Feb 2015 - Installations Quantity,Mar 2015 - Installations Quantity,Apr 2015 - Installations Quantity,May 2015 - Installations Quantity,Jun 2015 - Installations Quantity,Jul 2015 - Installations Quantity,Aug 2015 - Installations Quantity,Sep 2015 - Installations Quantity,Oct 2015 - Installations Quantity,Nov 2015 - Installations Quantity,Dec 2015 - Installations Quantity,Jan 2016 - Installations Quantity,Feb 2016 - Installations Quantity,Mar 2016 - Installations Quantity,Apr 2016 - Installations Quantity,May 2016 - Installations Quantity,Jun 2016 - Installations Quantity,Jul 2016 - Installations Quantity,Aug 2016 - Installations Quantity,Sep 2016 - Installations Quantity,Oct 2016 - Installations Quantity,Nov 2016 - Installations Quantity,Dec 2016 - Installations Quantity,Jan 2017 - Installations Quantity,Feb 2017 - Installations Quantity,Mar 2017 - Installations Quantity,Apr 2017 - Installations Quantity,May 2017 - Installations Quantity,Jun 2017 - Installations Quantity,Jul 2017 - Installations Quantity,Aug 2017 - Installations Quantity,Sep 2017 - Installations Quantity,Oct 2017 - Installations Quantity,Nov 2017 - Installations Quantity,Dec 2017 - Installations Quantity,Jan 2018 - Installations Quantity,Feb 2018 - Installations Quantity,Mar 2018 - Installations Quantity,Apr 2018 - Installations Quantity,May 2018 - Installations Quantity,Jun 2018 - Installations Quantity,Jul 2018 - Installations Quantity,Aug 2018 - Installations Quantity,Sep 2018 - Installations Quantity,Oct 2018 - Installations Quantity,Nov 2018 - Installations Quantity,Dec 2018 - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Jan 2021 - Installations Quantity,Feb 2021 - Installations Quantity,Mar 2021 - Installations Quantity,Apr 2021 - Installations Quantity,May 2021 - Installations Quantity,Jun 2021 - Installations Quantity,Jul 2021 - Installations Quantity,Aug 2021 - Installations Quantity,Sep 2021 - Installations Quantity,Oct 2021 - Installations Quantity,Nov 2021 - Installations Quantity,Dec 2021 - Installations Quantity,Jan 2022 - Installations Quantity,Feb 2022 - Installations Quantity,Mar 2022 - Installations Quantity,Apr 2022 - Installations Quantity,May 2022 - Installations Quantity,Jun 2022 - Installations Quantity,Jul 2022 - Installations Quantity,Aug 2022 - Installations Quantity,Sep 2022 - Installations Quantity,Oct 2022 - Installations Quantity,Nov 2022 - Installations Quantity,Dec 2022 - Installations Quantity,Jan 2023 - Installations Quantity,Feb 2023 - Installations Quantity,Mar 2023 - Installations Quantity,Apr 2023 - Installations Quantity,May 2023 - Installations Quantity,Jun 2023 - Installations Quantity,Jul 2023 - Installations Quantity,Aug 2023 - Installations Quantity,Sep 2023 - Installations Quantity,Oct 2023 - Installations Quantity,Nov 2023 - Installations Quantity,Dec 2023 - Installations Quantity,Jan 2024 - Installations Quantity,Feb 2024 - Installations Quantity,Mar 2024 - Installations Quantity,Apr 2024 - Installations Quantity
3034,6,4,7,10,8,14,5,2,10,3,2,4,3,8,6,8,15,13,3,10,12,6,10,6,6,2,1,5,4,6,2,4,4,2,5,1,6,7,11,8,4,6,7,11,2,2,3,4,0,3,7,1,3,6,6,4,2,4,2,6,2,0,11,2,2,2,3,4,1,2,3,8,2,3,3,4,0,2,2,1,0,1,3,1,1,2,0,1,0,5,2,3,2,2,4,6,4,4,11,3,5,3,4,1,3,6,9,4,4,3,8,1,2,4,10,4,0,1,9,10,11,7,10,10,3,7,4,10,8,5,6,11,4,9,6,4,5,7,3,4,5,4,7,4,3,9,6,4,6,2,4,9,9,6,7,4,4,4,8,1
3036,2,4,2,2,1,9,4,6,3,2,2,0,2,4,6,1,7,13,3,6,10,2,3,1,4,3,5,3,1,5,3,2,0,3,5,1,1,1,4,2,5,1,3,2,2,5,0,3,4,7,1,3,1,2,2,1,0,1,1,0,2,5,5,1,3,2,3,0,3,2,2,2,3,4,0,3,4,1,1,3,2,0,3,4,3,0,3,1,3,4,3,5,6,6,7,8,2,2,5,2,3,2,3,4,3,4,3,5,2,4,3,1,2,6,5,3,0,3,9,6,4,2,5,7,6,2,3,7,3,5,3,3,1,4,7,3,1,8,2,6,5,3,5,6,1,3,2,5,2,3,4,3,8,4,3,5,4,2,4,0
3037,32,50,57,55,72,97,36,48,60,13,30,29,24,33,64,68,113,118,60,44,85,30,26,26,19,18,29,21,23,22,24,18,22,29,34,21,23,37,38,27,40,27,26,18,28,31,34,16,23,24,39,21,16,28,33,27,27,32,20,12,11,16,15,16,18,10,25,14,12,15,16,18,20,14,17,11,23,11,18,16,8,16,17,10,6,23,12,10,15,12,12,13,18,36,42,35,39,54,54,31,19,7,14,20,24,36,45,46,43,44,35,33,42,44,77,10,2,35,77,78,53,61,79,64,42,47,63,56,52,40,56,47,20,28,45,27,31,29,28,40,28,23,30,36,19,45,29,25,32,30,29,31,30,39,35,30,25,30,28,13
3038,19,12,43,24,44,56,25,17,23,10,13,10,15,23,20,39,64,77,31,20,42,15,13,20,11,8,14,10,14,20,13,19,9,11,23,8,8,9,18,20,21,19,15,13,16,14,12,13,5,16,13,11,7,14,15,6,11,5,7,9,6,5,8,6,2,2,14,7,6,6,12,5,6,8,8,5,5,8,6,5,6,10,6,7,7,11,6,10,4,8,8,15,18,30,32,16,20,24,27,22,14,6,4,12,14,25,22,18,18,28,21,13,13,13,16,7,0,17,39,29,22,27,33,28,19,27,30,27,14,22,34,27,12,11,14,12,15,11,16,20,17,20,14,22,10,21,24,15,16,15,22,13,25,19,22,20,12,22,11,7
3039,2,7,9,14,16,9,3,9,5,1,3,1,4,5,4,3,6,16,7,5,6,4,7,2,3,4,4,3,2,3,4,4,3,3,3,1,5,1,4,4,3,3,2,1,7,7,4,3,5,6,5,4,1,0,2,4,5,3,8,1,1,4,4,3,1,9,5,5,3,5,2,5,5,0,6,4,3,2,4,7,1,9,5,3,5,3,3,3,3,2,4,5,6,1,0,2,6,2,6,6,4,5,1,1,1,6,5,2,4,6,5,6,9,7,5,4,0,4,8,6,9,4,10,1,6,12,5,4,2,3,6,15,1,5,9,1,5,7,7,5,4,11,9,9,7,6,3,5,5,4,5,3,7,21,3,6,5,3,8,3
3040,13,5,16,14,15,20,7,9,14,3,9,8,6,7,5,4,15,20,15,16,25,6,3,13,4,6,5,7,5,8,12,6,3,4,4,6,4,9,5,6,7,7,7,4,17,7,7,6,16,4,6,6,4,12,7,8,8,3,6,7,5,6,7,5,8,16,23,5,6,7,9,8,5,3,4,1,6,7,5,6,2,4,5,8,4,4,9,8,6,6,6,11,4,11,10,6,8,13,20,13,8,4,8,4,5,8,6,4,7,9,12,13,7,8,9,6,9,15,12,17,12,7,14,10,11,10,7,9,5,8,11,16,12,13,10,7,11,14,14,10,12,13,16,10,11,21,18,15,15,13,17,7,12,15,9,13,7,13,8,5
3041,7,7,6,7,9,18,2,3,5,3,4,1,3,1,8,6,12,10,10,3,13,4,3,5,1,3,6,4,4,5,3,0,2,7,2,4,4,6,6,6,2,4,5,2,5,10,3,4,3,2,5,4,3,5,6,6,5,4,0,5,0,3,3,2,7,6,5,3,4,3,7,1,4,2,3,0,4,1,4,4,3,2,2,2,4,3,3,4,7,1,4,2,4,5,6,6,6,8,7,7,3,1,5,10,4,7,9,6,8,5,5,5,9,3,3,0,2,4,8,12,5,7,15,9,10,4,17,4,4,8,7,9,3,4,0,3,2,5,3,7,5,7,7,6,8,5,12,4,6,5,7,9,11,5,11,6,3,7,3,1
3042,9,10,15,12,15,16,8,7,8,5,3,3,4,14,11,15,13,24,5,8,24,6,7,9,5,4,6,8,7,8,3,4,3,9,11,5,4,6,9,5,10,6,4,5,5,5,7,4,4,6,11,8,5,10,6,3,3,4,5,4,3,1,4,1,1,6,6,5,3,7,2,2,2,0,8,7,5,3,6,4,7,8,4,1,4,6,6,6,7,6,2,6,8,10,8,8,8,6,13,0,5,5,0,7,6,7,10,7,8,3,10,7,9,8,11,1,3,2,15,15,13,10,14,12,6,8,13,8,3,11,10,11,8,8,9,11,6,8,8,10,7,4,8,15,5,13,16,11,26,6,9,13,11,10,9,15,4,12,11,3
3043,9,10,11,11,17,37,11,14,9,10,4,10,11,10,12,29,30,32,18,4,26,6,8,14,5,2,15,4,12,6,9,2,8,4,10,7,10,18,20,13,16,8,12,5,17,12,14,9,5,9,10,8,5,11,7,11,4,4,8,4,9,7,2,4,6,4,8,6,2,4,7,6,6,7,7,3,8,7,7,7,5,7,5,4,8,2,9,5,7,6,0,10,7,8,18,5,6,15,14,8,6,5,8,4,4,12,9,12,7,8,14,7,8,14,15,1,3,9,17,20,13,10,10,14,13,14,13,11,13,12,17,20,4,4,8,9,12,8,19,6,14,18,13,15,13,9,5,5,11,15,11,12,9,6,5,10,7,9,5,5
3044,0,4,10,11,21,31,9,13,20,3,3,5,5,7,17,14,27,28,13,8,13,11,7,11,3,4,9,3,8,6,8,10,8,10,8,7,9,7,8,8,6,5,11,9,4,9,5,6,6,10,8,3,4,3,3,5,5,25,12,8,5,4,4,7,2,1,14,2,5,3,2,5,5,2,3,2,9,8,3,8,7,6,7,8,7,7,6,12,15,7,12,5,11,8,10,8,5,11,12,9,11,5,6,15,6,11,15,8,13,24,12,16,15,14,12,4,5,6,43,26,11,19,14,14,12,17,14,9,8,12,23,15,10,11,8,8,12,13,11,22,14,19,14,16,4,3,24,17,13,14,17,24,16,13,15,10,12,8,13,5
3045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3046,14,10,29,24,25,47,18,9,12,6,2,16,5,23,17,25,34,25,11,11,19,13,16,11,7,10,7,11,10,8,11,10,11,9,8,5,9,16,11,8,12,7,12,15,14,8,11,13,6,13,7,9,10,10,8,7,12,19,26,14,11,9,4,6,6,2,7,5,2,3,2,6,3,4,10,11,10,6,2,4,6,9,11,11,6,8,12,9,7,5,10,9,11,24,20,16,8,14,21,18,16,5,7,6,12,17,14,18,13,15,20,17,12,11,21,2,3,11,22,24,17,24,16,21,21,18,18,25,12,19,26,15,10,18,21,6,18,10,13,13,16,16,22,21,7,13,13,11,22,13,13,13,19,21,12,20,13,13,21,8
3047,5,7,5,11,17,21,9,7,5,1,7,9,6,3,12,14,25,25,11,13,15,9,5,5,5,6,3,9,6,5,7,2,6,9,5,4,9,14,7,11,9,7,4,16,4,11,7,7,10,5,6,4,7,9,4,7,4,4,4,5,4,7,5,4,5,0,7,4,3,6,1,5,1,2,9,5,2,4,5,0,4,4,2,4,1,4,7,4,4,6,6,4,14,12,14,13,14,11,13,11,11,7,4,3,11,15,18,10,15,9,21,12,13,18,21,5,4,11,23,28,20,17,20,28,17,17,26,19,7,4,20,13,10,17,13,17,11,13,12,15,15,9,10,16,9,8,10,7,5,15,17,14,15,8,6,13,7,5,8,4
3048,8,11,16,14,22,33,8,16,12,4,6,8,12,16,11,24,28,31,11,11,18,10,9,10,8,6,4,8,9,5,5,1,7,8,8,4,10,14,10,7,5,10,5,5,11,5,6,7,7,13,8,3,5,11,13,5,11,3,5,6,4,6,4,5,3,3,0,7,4,1,2,3,2,3,4,7,3,2,2,0,3,6,3,5,2,5,8,9,6,5,1,4,6,12,17,15,7,13,12,5,7,4,1,4,10,9,16,14,21,20,15,9,17,26,26,4,2,17,38,31,19,20,33,41,18,20,29,21,12,23,11,26,7,14,23,5,13,9,21,13,12,15,11,15,8,10,8,9,12,11,11,12,7,12,10,12,7,2,6,2
3049,8,7,9,7,10,12,10,11,9,1,2,3,4,7,7,16,14,21,16,4,9,8,4,3,5,1,6,7,8,3,4,2,2,7,1,2,4,5,3,4,3,2,6,6,11,8,7,5,3,5,5,2,6,3,4,4,1,2,4,0,0,0,4,3,0,0,2,3,0,4,1,1,1,2,3,4,3,1,0,4,0,5,1,2,5,10,1,4,2,3,1,4,2,7,12,5,5,11,9,12,7,2,3,3,6,6,3,7,10,9,4,4,2,5,10,7,0,6,14,13,13,9,16,8,4,10,6,9,4,9,8,7,3,6,12,6,3,4,8,5,7,7,7,11,2,8,5,5,4,9,6,10,3,4,8,7,8,4,1,0
3051,1,1,2,0,2,5,3,2,0,0,0,1,1,1,1,1,0,1,1,3,3,1,1,3,0,3,2,0,1,4,2,0,0,2,3,1,1,0,1,0,1,1,0,1,1,3,3,3,1,5,4,1,0,0,2,2,0,2,0,2,1,0,1,1,1,1,2,1,1,3,0,1,0,2,0,1,0,2,0,4,0,1,1,4,2,2,1,1,0,0,1,1,0,4,0,2,3,6,3,1,0,2,1,1,3,0,4,4,1,0,2,2,0,2,0,0,0,0,2,0,2,3,3,0,1,1,3,1,1,2,5,5,0,2,3,2,1,2,4,0,4,1,0,3,2,3,1,8,1,5,1,1,0,1,4,3,2,1,3,1
3052,0,0,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,4,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,3,0,0,0,1,0,2,1,1,1,2,1,1,1,0,3,0,0,0,1,2,3,0,5,1,1,0,2,0,2,0,1,0,0,2,1,3,0,1,0,2,4,0,0,0,0,0,2,4,2,2,2,1,2,0,1,1,3,1,0,0,1,0,0,1,0,0,3,1,3,0,0,1,1,1,0,0
3053,0,0,1,0,1,4,3,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2,0,1,0,1,1,2,0,2,1,0,0,0,1,1,0,3,0,2,0,0,2,1,0,0,0,1,3,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,2,0,3,2,0,0,0,0,1,2,0,2,0,1,1,2,6,1,1,1,2,2,0,2,3,3,0,1,1,1,5,1,0,2,0,3,0,1,0,0,1,0,1,1,0,1,0,0,0,1,2,0,1,0,2,0,2,2,0,4,0,1,4,0,4,1,0,4,1,0,0,0,1,2,0,0,0,2,3,3,0
3054,2,2,3,0,6,4,4,1,3,2,0,1,1,1,2,0,1,1,1,0,4,0,5,1,0,1,2,1,0,1,2,1,1,2,0,1,2,1,2,1,4,2,1,1,6,5,2,3,3,5,0,5,1,2,1,0,0,1,4,1,0,2,2,0,0,1,2,0,4,0,1,2,0,1,4,0,1,1,1,3,2,5,1,4,1,0,3,2,4,0,1,2,2,4,2,2,4,7,2,3,4,0,3,3,3,7,2,4,3,4,6,3,1,6,4,0,1,1,4,3,2,0,1,3,4,5,7,2,4,2,8,5,1,6,2,2,2,3,4,4,5,3,3,2,6,3,4,2,1,2,0,3,6,1,5,3,5,2,2,1
3055,2,4,12,5,1,21,5,7,8,2,3,2,1,6,3,8,13,6,6,2,14,0,5,8,2,0,4,6,0,5,2,1,2,0,3,4,4,2,1,1,1,6,4,1,4,8,5,2,3,5,6,4,5,5,4,3,2,17,12,7,5,3,3,3,0,2,0,5,4,0,6,2,3,2,5,4,3,2,0,2,4,3,1,1,3,5,9,12,7,3,5,1,5,5,3,4,4,4,8,4,6,4,3,1,2,6,4,6,2,5,6,6,6,5,4,2,3,5,7,5,7,6,9,5,8,1,9,4,1,5,14,4,4,6,3,4,2,5,12,5,7,4,6,8,6,8,10,6,3,4,2,8,8,8,6,4,9,3,0,2
3056,7,8,3,4,24,35,7,6,17,2,3,1,3,11,13,12,6,18,8,9,17,4,2,8,1,1,3,4,6,1,9,2,8,4,3,4,7,3,9,2,3,3,10,12,7,7,9,8,6,9,3,5,9,14,11,17,2,2,4,5,4,7,5,0,4,4,7,4,4,2,0,6,2,8,8,5,5,7,4,8,3,8,4,6,4,4,8,5,4,4,9,7,9,12,18,12,9,7,10,10,10,8,8,32,9,12,8,9,8,10,18,13,9,7,7,4,4,3,13,14,7,9,13,30,16,10,11,14,3,39,16,13,9,18,9,12,10,12,22,14,16,18,15,16,8,8,11,5,9,7,21,19,10,8,11,14,8,13,9,5
3057,1,0,1,4,5,11,5,3,4,2,0,2,0,2,2,2,6,5,7,3,8,2,0,3,0,4,2,3,1,2,1,4,3,4,0,3,1,0,3,4,5,2,3,3,2,3,2,6,2,4,3,2,6,7,5,4,4,5,5,1,0,1,3,0,1,2,2,4,0,1,0,3,2,1,1,0,2,10,5,1,2,3,0,5,5,4,2,2,2,1,6,5,3,6,6,4,2,7,4,4,4,0,1,2,1,6,6,2,2,13,11,5,6,6,3,0,2,1,5,5,4,1,3,6,4,0,3,3,1,3,6,5,3,4,8,3,4,4,2,6,3,2,9,6,3,4,11,6,7,3,10,6,5,6,13,3,1,8,3,1
3058,9,18,16,19,39,72,15,19,26,1,10,9,8,17,24,20,38,41,26,16,40,17,12,16,7,9,19,13,9,1,9,12,10,12,11,10,10,14,20,11,8,8,15,15,17,21,22,16,27,20,15,8,22,23,24,21,21,11,13,16,3,13,10,3,10,8,7,12,5,13,10,9,5,8,15,5,11,7,6,16,11,9,10,15,8,22,27,29,14,11,14,11,13,17,34,27,20,15,24,23,17,13,9,16,14,17,17,23,23,17,18,32,18,30,19,5,6,12,22,47,22,27,26,23,26,32,29,25,16,23,39,23,10,21,28,15,22,18,22,28,25,27,33,28,17,22,17,13,29,17,23,30,20,23,18,26,6,17,17,10
3059,7,10,14,10,16,24,3,9,14,3,6,12,6,14,8,18,23,37,13,14,24,10,7,15,2,5,10,5,9,10,11,6,6,12,11,6,8,21,12,18,10,10,17,18,14,13,10,13,12,12,9,8,6,7,11,16,12,10,4,7,6,6,6,9,4,12,5,8,4,9,8,10,4,6,11,9,13,2,2,11,11,8,11,7,6,8,12,11,11,16,11,7,6,17,18,14,17,21,23,16,11,10,5,9,11,18,15,20,17,26,22,12,20,24,47,11,4,32,56,51,38,46,42,40,33,48,42,28,48,34,40,41,19,18,16,20,22,18,20,29,33,21,27,18,21,18,24,16,23,27,27,25,16,23,32,34,18,23,17,13
3060,4,2,7,6,7,18,4,7,6,2,1,3,3,11,7,8,10,15,9,7,9,4,2,6,3,2,3,6,2,1,5,4,3,4,5,5,5,4,6,6,7,2,4,9,4,7,1,7,2,3,6,1,3,1,0,6,1,7,8,8,2,12,4,2,1,0,1,0,0,3,1,5,2,2,1,4,4,3,2,1,5,1,2,1,3,2,2,2,2,1,1,5,3,8,12,14,8,6,5,5,6,7,0,4,7,2,6,12,6,14,5,5,3,6,4,3,0,2,14,10,19,18,12,12,8,12,4,12,9,7,10,6,6,3,14,7,12,8,10,4,5,6,6,8,3,6,7,6,6,2,17,13,6,8,7,13,7,3,4,5
3061,1,0,3,1,3,3,0,5,7,2,1,0,3,2,4,7,4,8,4,2,5,0,1,4,2,2,4,3,1,4,6,2,7,1,1,0,2,4,0,3,4,11,2,6,6,6,5,6,3,3,3,1,1,5,5,2,2,4,7,4,8,6,6,2,4,3,3,6,4,1,0,4,3,2,2,6,17,7,5,6,7,2,8,8,0,4,4,3,5,6,8,6,5,9,5,5,3,7,7,5,4,5,9,9,3,9,7,13,3,5,6,9,3,10,12,2,3,6,10,15,6,13,15,8,15,17,14,9,8,9,13,8,4,9,13,6,6,11,11,8,7,10,9,11,5,14,10,6,5,10,9,10,1,10,5,12,2,8,4,3
3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,0,1,2,0,0,0,0,0,3,1,1,0,1,0,2,2,1,1,0,1,1,2,0,0,0,0,0,1,0,0,1,3,0,2,0,0,3,2,0,2,0,1,4,1,0,5,0,1,0,3,1,2,0,4,0,1,0,1,0,0,0,0,0,0,3,0,1,1,1,1,0,0,1,0
3063,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,1,1,0,0,2,1,0,0,0,1,1,0,2,4,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3064,46,33,61,55,67,102,48,58,66,13,50,50,38,57,75,102,134,161,73,65,60,54,44,64,41,28,25,49,26,32,35,36,28,50,51,44,47,66,56,46,50,42,51,57,72,47,42,31,53,44,34,38,30,38,49,45,52,49,27,24,29,46,50,30,32,26,33,28,14,20,34,23,21,29,21,33,42,37,27,43,55,39,48,34,34,52,38,35,40,54,49,54,94,180,151,116,112,136,143,83,51,45,57,125,143,201,221,202,198,223,192,131,192,233,346,56,9,190,419,361,239,242,263,253,229,304,320,292,196,234,249,220,70,113,134,111,109,145,153,157,162,132,120,161,104,102,93,99,120,107,124,136,135,137,150,178,118,124,100,45
3065,3,7,2,0,0,4,1,2,3,1,3,0,0,2,1,0,1,3,0,1,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,4,4,3,2,4,2,0,0,1,1,2,1,2,2,2,0,6,2,1,1,0,1,0,0,3,1,0,0,1,1,1,0,2,1,2,3,3,1,3,1,0,1,0,1,0,2,3,1,0,4,2,1,4,3,3,1,3,5,4,8,0,2,3,2,4,4,2,2,1,3,2,2,4,0,3,3,0,2,1,1,4,1,2,2,3,1,2,1,1,0,1,2,2,1,2,2,4,4,1,3,8,5,2,3,2,2,3,2,3,2,7,0,3,5,1,3,2,1
3066,1,1,2,2,4,4,0,1,2,1,1,0,0,0,1,0,0,1,0,2,1,0,0,2,1,0,1,2,1,0,2,0,0,2,2,0,2,2,0,2,0,1,1,2,3,0,2,0,1,1,0,0,1,1,0,4,1,2,1,2,0,1,5,15,1,1,0,1,2,1,2,1,0,0,0,0,1,1,2,0,0,3,2,0,1,2,0,0,1,0,2,2,2,2,2,1,2,5,2,2,2,3,2,3,1,0,3,0,1,3,2,1,2,2,3,0,1,2,0,1,0,2,2,1,3,1,0,0,4,0,4,2,0,3,2,4,5,2,1,2,1,2,3,3,1,1,1,2,3,0,2,4,3,1,3,5,0,2,0,1
3067,0,2,0,2,1,1,1,1,2,1,2,0,1,3,0,1,3,2,0,1,2,2,0,1,1,1,1,1,1,1,0,0,0,0,1,0,2,3,2,1,0,1,1,0,4,5,2,4,0,0,2,1,5,1,2,2,0,0,0,0,0,0,1,1,0,0,2,4,0,1,1,0,1,0,0,0,2,3,3,1,1,0,2,0,2,2,0,0,1,1,0,1,0,0,0,3,0,2,4,4,4,1,2,2,2,1,3,6,3,3,5,2,1,1,4,0,1,1,3,3,2,0,3,3,2,3,2,2,0,1,2,4,1,3,2,1,1,6,1,2,1,0,3,2,0,0,2,2,7,3,3,2,1,5,2,2,4,2,2,0
3068,3,7,9,6,12,17,3,7,14,3,5,0,2,4,5,5,2,16,5,11,19,2,4,8,3,6,7,3,6,5,3,2,5,4,7,6,2,3,4,1,2,0,4,5,9,10,5,7,3,4,8,2,6,11,21,8,11,3,6,4,8,6,3,3,3,3,1,4,1,6,6,2,0,3,2,2,6,6,4,9,3,5,2,8,5,8,7,6,5,2,3,7,3,10,9,6,8,8,12,9,12,4,4,8,7,10,10,8,5,5,8,9,9,10,8,6,2,3,14,7,10,7,15,12,15,5,7,5,4,7,11,9,3,8,11,13,7,9,11,13,8,9,15,14,5,6,10,7,6,9,12,11,4,8,12,9,4,10,7,1
3070,11,13,21,19,30,48,9,5,22,4,12,5,2,8,7,12,21,30,7,12,18,6,14,14,6,2,5,7,7,9,8,7,10,9,11,7,6,9,9,10,11,12,18,16,37,20,17,8,9,10,4,2,10,10,6,6,11,12,8,7,6,10,5,2,11,3,5,3,8,15,13,16,6,8,2,5,10,5,5,6,6,8,10,9,5,2,8,4,5,5,8,15,7,30,34,10,12,9,17,18,29,22,48,31,11,9,9,17,3,10,16,8,15,24,18,19,6,12,22,25,8,21,25,26,21,21,11,11,7,18,22,23,7,13,17,7,11,12,15,20,13,20,25,20,12,22,23,24,25,23,20,14,38,14,32,17,7,15,3,0
3071,8,11,11,8,23,23,4,7,10,1,6,4,2,6,7,8,12,17,3,8,17,3,7,9,2,9,3,7,4,2,3,11,3,4,7,6,4,5,4,5,7,8,12,15,18,26,9,5,4,5,6,1,3,2,3,4,2,2,6,3,2,5,2,1,3,3,1,3,7,5,8,9,8,7,4,4,5,4,3,3,4,5,6,1,1,2,3,3,3,3,2,12,25,25,15,9,10,7,10,7,15,24,28,11,6,5,6,8,3,8,10,8,8,11,12,2,10,9,12,21,6,18,21,19,17,21,14,15,7,8,10,11,8,7,18,8,2,7,4,8,13,15,13,11,9,12,7,8,11,9,12,8,13,9,11,9,9,5,4,3
